ticker_id,IPO_date,ticker_type
6226,2008-11-10,上市
6230,2010-09-16,上市
6235,2004-08-23,上市
6239,2004-11-08,上市
6243,2009-12-17,上市
6251,2009-03-18,上市
6257,2003-08-25,上市
6269,2003-09-23,上市
6271,2007-11-16,上市
6277,2003-10-30,上市
6278,2010-08-24,上市
6281,2005-12-08,上市
6282,2003-09-08,上市
6283,2008-01-21,上市
6285,2003-09-22,上市
6288,2018-05-09,上市
6289,2003-08-28,上市
6405,2013-11-28,上市
6409,2014-03-31,上市
6412,2013-11-08,上市
6414,2014-03-28,上市
6415,2013-12-12,上市
6416,2018-04-16,上市
6431,2014-12-04,上市
6442,2015-07-14,上市
6443,2015-10-01,上市
6449,2014-12-09,上市
6451,2015-01-26,上市
6452,2015-03-25,上市
6456,2015-06-12,上市
6464,2015-12-16,上市
6477,2016-06-21,上市
6491,2019-10-07,上市
6504,2013-05-07,上市
6505,2003-12-26,上市
6525,2016-04-12,上市
6531,2016-05-31,上市
6533,2017-03-14,上市
6541,2017-10-26,上市
6552,2017-01-10,上市
6558,2018-12-05,上市
6573,2017-09-26,上市
6579,2017-08-21,上市
6581,2018-01-30,上市
6582,2017-06-14,上市
6591,2017-12-28,上市
6592,2019-12-09,上市
6605,2004-03-17,上市
6625,2018-02-07,上市
6641,2018-09-21,上市
6655,2018-11-28,上市
6666,2018-11-19,上市
6668,2018-12-12,上市
6669,2019-03-27,上市
6670,2018-12-18,上市
6671,2018-12-11,上市
6672,2019-04-17,上市
6674,2018-11-28,上市
6698,2019-11-25,上市
6706,2019-12-19,上市
6715,2019-12-12,上市
8011,2011-09-19,上市
8016,2003-12-25,上市
8021,2008-01-21,上市
8028,2018-07-10,上市
8033,2007-06-21,上市
8039,2009-12-17,上市
8046,2006-04-07,上市
8070,2007-12-31,上市
8072,2005-08-19,上市
8081,2008-12-30,上市
8101,2004-07-01,上市
8103,2009-09-29,上市
8104,2019-01-17,上市
8105,2006-12-27,上市
8110,2007-10-31,上市
8112,2007-12-31,上市
8114,2012-11-26,上市
8131,2007-11-29,上市
8150,2014-04-11,上市
8163,2007-11-28,上市
8201,2007-10-29,上市
8210,2011-12-01,上市
8213,2009-12-25,上市
8215,2010-11-12,上市
8222,2015-01-27,上市
8249,2005-05-17,上市
8261,2009-12-11,上市
8271,2010-12-29,上市
8341,2015-03-23,上市
8367,2018-09-12,上市
8374,2008-12-25,上市
8404,2011-05-18,上市
8411,2011-11-01,上市
8422,2011-10-05,上市
8427,2011-12-06,上市
8429,2012-12-20,上市
8442,2016-11-08,上市
8443,2014-09-15,上市
8454,2014-12-19,上市
8462,2019-03-15,上市
8463,2015-07-13,上市
8464,2015-12-22,上市
8466,2016-11-01,上市
8467,2015-12-15,上市
8473,2016-09-08,上市
8478,2017-12-11,上市
8480,2017-01-17,上市
8481,2017-02-24,上市
8482,2018-08-15,上市
8488,2016-12-13,上市
8497,2018-03-23,上市
8499,2017-11-24,上市
8926,2003-08-25,上市
8940,2009-05-15,上市
8996,2014-02-14,上市
9802,2012-10-18,上市
9902,1964-07-14,上市
9904,1990-01-19,上市
9905,1990-08-08,上市
9906,1990-12-15,上市
9907,1991-01-29,上市
9908,1991-02-06,上市
9910,1992-02-18,上市
9911,1992-07-16,上市
9912,1992-08-08,上市
9914,1992-09-30,上市
9917,1993-12-08,上市
9918,1994-04-26,上市
9919,1994-11-04,上市
9921,1994-12-29,上市
9924,1995-03-15,上市
9925,1995-12-09,上市
9926,1998-04-08,上市
9927,1999-03-12,上市
9928,1999-08-09,上市
9929,1999-06-28,上市
9930,1999-11-22,上市
9931,2000-03-21,上市
9933,1993-05-28,上市
9934,2000-09-11,上市
9935,2000-09-11,上市
9937,2000-09-11,上市
9938,2001-01-12,上市
9939,2001-03-02,上市
9940,2001-09-17,上市
9941,2001-09-17,上市
9942,2002-01-28,上市
9943,2002-08-26,上市
9944,2002-08-26,上市
9945,1992-04-30,上市
9946,2013-09-17,上市
9955,2008-01-21,上市
9958,2008-03-12,上市
1240,2018-08-08,上櫃
1258,2011-12-12,上櫃
1259,2011-12-15,上櫃
1264,2015-04-09,上櫃
1268,2017-09-27,上櫃
1333,2005-08-08,上櫃
1336,2007-11-02,上櫃
1565,2004-03-30,上櫃
1569,2005-07-29,上櫃
1570,2005-06-30,上櫃
1580,2007-12-10,上櫃
1584,2007-11-28,上櫃
1586,2012-01-09,上櫃
1591,2012-03-23,上櫃
1593,2012-06-13,上櫃
1595,2011-10-04,上櫃
1597,2012-12-28,上櫃
1599,2012-12-25,上櫃
1742,2004-05-14,上櫃
1752,2009-08-10,上櫃
1777,2005-10-19,上櫃
1781,2004-12-24,上櫃
1784,2007-07-26,上櫃
1785,2005-01-31,上櫃
1788,2009-07-20,上櫃
1796,2018-01-22,上櫃
1799,2008-11-10,上櫃
1813,2009-08-04,上櫃
1815,2006-01-23,上櫃
2035,2006-07-07,上櫃
2061,2010-12-09,上櫃
2063,2010-09-07,上櫃
2064,2014-12-26,上櫃
2065,2017-04-21,上櫃
2066,2013-09-24,上櫃
2067,2014-05-26,上櫃
2070,2018-12-17,上櫃
2221,2007-08-01,上櫃
2230,2013-04-18,上櫃
2235,2014-12-15,上櫃
2596,2009-06-01,上櫃
2640,2012-11-07,上櫃
2641,2014-10-09,上櫃
2643,2016-03-04,上櫃
2718,2011-03-29,上櫃
2719,2012-02-24,上櫃
2724,2012-05-29,上櫃
2726,2014-12-24,上櫃
2729,2012-09-17,上櫃
2732,2015-01-20,上櫃
2734,2013-12-26,上櫃
2736,2016-01-06,上櫃
2740,2015-12-24,上櫃
2745,2018-04-16,上櫃
2752,2019-09-25,上櫃
2916,2005-03-10,上櫃
2924,2011-12-02,上櫃
2926,2013-01-30,上櫃
2928,2016-01-27,上櫃
2937,2017-06-08,上櫃
3064,2004-06-09,上櫃
3066,2004-12-02,上櫃
3067,2003-10-21,上櫃
3071,2004-12-30,上櫃
3073,2007-10-08,上櫃
3078,2005-01-31,上櫃
3081,2015-07-22,上櫃
3083,2003-12-02,上櫃
3085,2004-03-01,上櫃
3086,2004-03-29,上櫃
3088,2005-04-28,上櫃
3089,2003-10-14,上櫃
3092,2010-05-11,上櫃
3093,2005-06-17,上櫃
3095,2005-05-26,上櫃
3105,2011-12-13,上櫃
3114,2004-03-25,上櫃
3115,2005-04-08,上櫃
3118,2008-05-21,上櫃
3122,2015-01-26,上櫃
3128,2006-09-04,上櫃
3131,2011-01-17,上櫃
3141,2014-03-14,上櫃
3144,2004-12-24,上櫃
3147,2018-05-29,上櫃
3152,2008-03-24,上櫃
3162,2005-10-03,上櫃
3163,2012-12-03,上櫃
3169,2009-11-24,上櫃
3171,2004-09-17,上櫃
3176,2011-11-23,上櫃
3178,2018-11-19,上櫃
3188,2004-03-17,上櫃
3191,2005-04-12,上櫃
3202,2005-07-26,上櫃
3205,2005-09-12,上櫃
3206,2007-02-08,上櫃
3207,2004-11-04,上櫃
3211,2004-11-08,上櫃
3213,2004-10-01,上櫃
3217,2004-04-30,上櫃
3218,2004-11-29,上櫃
3219,2004-03-19,上櫃
3221,2006-02-22,上櫃
3224,2004-06-03,上櫃
3226,2004-06-16,上櫃
3227,2006-05-04,上櫃
3228,2005-03-02,上櫃
3230,2006-09-25,上櫃
3232,2004-11-01,上櫃
